FMZ1CODE,FMZ2CODE,DMA1CODE,DMA2CODE,METRICCALCULATED,GENID,GISID,SHORTGISID,TWGUID,LIFECYCLESTATUS,NETWORKCODE1,NETWORKCODE2,METERTYPE,SHAPEX,SHAPEY,geometry
ZHAM36,None,None,ZHAM3630,304.8,26102060,1789231,12CKV,914C6D90-9353-11D6-9595-0002A54212B3,LIVE,ZHAM3630,ZHAM36,VENT,526562.5,174819.5,POINT (526562.5 174819.5)
ZMAIDL,None,None,None,406.40000000000003,25247938,1790853,12DTX,E06FFDA7-9355-11D6-9595-0002A54212B3,LIVE,ZMAIDL,ZWKREGCN,VENT,531106.9,183098.30000000002,POINT (531106.9000000004 183098.30000000075)
ZFINSB,None,ZFINSB63,None,203.20000000000002,21836884,1791179,12E2Z,4EDD3EDE-9356-11D6-9595-0002A54212B3,LIVE,ZFINSB63,ZFINSB,VENT,536990.8075,181055.0239,POINT (536990.8075000001 181055.02390000038)
ZSUHIL,None,ZSUHIL49,None,152.4,15031194,1790341,12DFP,3B81E2EB-9354-11D6-9595-0002A54212B3,LIVE,ZSUHIL49,ZWKREGCN,UNK,527997.3,180727.9,POINT (527997.2999999998 180727.90000000037)
ZBARHT,None,ZBARHT37,None,228.6,22059943,1790351,12DFZ,5761BC98-9354-11D6-9595-0002A54212B3,LIVE,ZBARHT37,ZWKREGCN,VENT,528209.2,181035.30000000002,POINT (528209.2000000002 181035.30000000075)
ZELTHM,None,ZELTHM06,None,152.4,16347560,1791791,12EJZ,D4A43796-9357-11D6-9595-0002A54212B3,LIVE,ZELTHM06,ZELTHM,VENT,548539,174671.4,POINT (548539 174671.40000000037)
None,None,None,None,1066.8,null,9128569,5GOND,None,LIVE,TF000203,None,None,535115.36363295,174808.25691418,POINT (535115.3635999998 174808.25689999945)
None,None,None,None,152.4,null,8970112,5C9ES,None,LIVE,ZWKREGWE,None,None,433338,167879.5,POINT (433338 167879.5)
ZASHDN,None,ZASHDN02,ZASHDN06,254,26065548,1789087,12CGV,36E58DA2-934A-11D6-9595-0002A54212B3,LIVE,ZASHDN02,ZASHDN06,UNK,469877.7219,209208.4495,POINT (469877.72190000024 209208.4495000001)
ZBRASN,None,ZBRASN01,None,300,16318038,1789160,12CIW,A7828059-9349-11D6-9595-0002A54212B3,LIVE,ZBRASN01,ZBRASN,VENT,453042.77408528,202850.1678863,POINT (453042.77410000004 202850.16789999977)
ZSUR30,None,ZSUR3004,None,304.8,22040597,1789247,12CLB,9B118023-9353-11D6-9595-0002A54212B3,LIVE,ZSUR3004,ZSUR30,VENT,527046,170788.6,POINT (527046 170788.59999999963)
ZCRYSB,None,ZCRYSB01,ZCRYSB11,177.8,16358695,1790634,12DNU,577A1245-9355-11D6-9595-0002A54212B3,LIVE,ZCRYSB11,ZCRYSB11,VENT,534452.8,172302.9,POINT (534452.7999999998 172302.90000000037)
ZSTKWD,None,ZSTKWD33,None,200,25152504,1789250,12CLE,296A4E2D-9351-11D6-9595-0002A54212B3,LIVE,ZSTKWD33,ZSTKWD,VENT,494179,182090,POINT (494179 182090)
ZBIPRV,None,ZBIPRV01,None,101.60000000000001,22055685,1790749,12DR1,8085295F-9355-11D6-9595-0002A54212B3,LIVE,ZBIPRV01,ZBIPRV,VENT,536058.6,174786.5,POINT (536058.5999999996 174786.5)
ZCRCHH,None,None,None,200,null,7613769,5J7UL,None,LIVE,ZCRCHH,ZWKREGCN,None,530702.6666286,189551.33814531,POINT (530702.6666000001 189551.33809999935)
ZBARHT,None,ZBARHT55,None,101.60000000000001,26217550,1789864,12D2G,544C046F-9353-11D6-9595-0002A54212B3,LIVE,ZBARHT55,ZWKREGCN,VENT,522199.9792,178636.4638,POINT (522199.97919999994 178636.46380000003)
ZSEWRD,None,ZSEWRD12,None,101.60000000000001,16324346,1791396,12E90,B7145148-9356-11D6-9595-0002A54212B3,LIVE,ZSEWRD12,ZSEWRD,VENT,533097.9,197776.7,POINT (533097.9000000004 197776.69999999925)
ZCRCHH,None,None,None,762,26375391,1795849,12HOP,78D8128F-CE5F-44A1-90B7-E74B8E5E3166,LIVE,ZCRCHH,ZWKREGCN,UNK,530617.2,187854.9,POINT (530617.2000000002 187854.90000000037)
ZWIDDN,None,ZWIDDN14,None,152.4,16338475,1789520,12CSW,7B9A33DD-9350-11D6-9595-0002A54212B3,LIVE,ZWIDDN14,ZWIDDN,VENT,486002,194713.1,POINT (486002 194713.09999999963)
ZCARTN,None,None,None,500,25091220,1796111,12HVZ,E1C6C320-2692-49BC-9A84-CB2FDC326AA9,LIVE,ZCARTN,ZWKREGWE,FBM,430188.3,210341.1,POINT (430188.2999999998 210341.09999999963)
ZCARTN,None,ZCARTN03,ZCARTN04,200,16354807,1789055,12CFZ,07309C80-9348-11D6-9595-0002A54212B3,LIVE,ZCARTN03,ZCARTN04,VENT,427913.9,207425.1,POINT (427913.9000000004 207425.09999999963)
ZMAIDL,ZCRCHH,None,None,180,26342958,1795898,12HQ2,07C6AD80-9356-11D6-9595-0002A54212B3,LIVE,ZMAIDL,ZCRCHH,UNK,532264.5,186874.1,POINT (532264.5 186874.09999999963)
ZMOULS,None,ZMOULS01,None,101.60000000000001,14183892,1795883,12HPN,35F44658-934E-11D6-9595-0002A54212B3,LIVE,ZMOULS01,ZMOULS,UNK,458849.4,183203.4,POINT (458849.4000000004 183203.40000000037)
ZBRETH,None,ZBRETH09,ZBRETH10,254,22029234,1789144,12CIG,4CC7DF9B-9349-11D6-9595-0002A54212B3,LIVE,ZBRETH09,ZBRETH10,VENT,443855.8,241472.4,POINT (443855.7999999998 241472.40000000037)
ZBARHT,None,ZBARHT28,ZBARHT24,304.8,26205415,1790567,12DLZ,1F74BABB-9354-11D6-9595-0002A54212B3,LIVE,ZBARHT28,ZBARHT24,VENT,525330.3,181148.4,POINT (525330.2999999998 181148.40000000037)
ZWWICK,None,ZWWICK02,None,304.8,22171177,1795861,12HP1,D5D64013-9354-11D6-9595-0002A54212B3,LIVE,ZWWICK02,ZWWICK,UNK,536801,163439.5,POINT (536801 163439.5)
ZCRYSB,None,ZCRYSB11,ZCRYSB03,177.8,22043322,1790693,12DPH,3D286EA5-9355-11D6-9595-0002A54212B3,LIVE,ZCRYSB03,ZCRYSB11,VENT,533614,170584,POINT (533614 170584)
None,None,None,None,381,14719303,2150355,6OESC,1ADCE084-9353-11D6-9595-0002A54212B3,LIVE,ZWKREGCS,None,VENT,526174.5,169851.1,POINT (526174.5 169851.09999999963)
ZHAILY,None,ZHAILY01,None,300,22196636,1796147,12HWZ,72C8E60D-9351-11D6-9595-0002A54212B3,LIVE,ZWKREGEN,ZHAILY01,UNK,536598.9,209689.7,POINT (536598.9000000004 209689.69999999925)
ZDANCE,None,ZDANCE02,ZDANCE09,76.2,16353966,1789117,12CHP,12BEA04D-934B-11D6-9595-0002A54212B3,LIVE,ZDANCE02,ZDANCE09,VENT,491969.5,212242.6,POINT (491969.5 212242.59999999963)
ZWIDDN,None,None,None,400,null,7567650,4I78I,None,LIVE,ZWIDDN,ZWKREGWE,None,486979.82636011,192778.17657065,POINT (486979.82639999967 192778.1765999999)
ZCROKC,None,ZCROKC01,ZCROKC00,300,14161625,1789190,12CJQ,C7B91B95-934D-11D6-9595-0002A54212B3,LIVE,ZCROKC01,ZCROKC00,VENT,451790.8,166957.7,POINT (451790.7999999998 166957.69999999925)
ZBROML,None,ZBROML01,None,152.4,21872903,1790654,12DOE,965C2DAF-9355-11D6-9595-0002A54212B3,LIVE,ZBROML01,ZBROML,VENT,538205.6,171812,POINT (538205.5999999996 171812)
ZPEWLY,None,ZPEWLY05,None,150,25028200,1789959,12D53,ADB7FFAD-9351-11D6-9595-0002A54212B3,LIVE,ZPEWLY05,ZPEWLY,VENT,500544,148981,POINT (500544 148981)
ZWIMBC,None,ZWIMBC15,None,203.20000000000002,22031743,1789510,12CSM,544C1D0F-9353-11D6-9595-0002A54212B3,LIVE,ZWIMBC,ZWIMBC15,VENT,523637.7,173302.9,POINT (523637.7000000002 173302.90000000037)
ZSEWRD,None,None,None,150,null,8401090,502CM,None,LIVE,ZSEWRD,None,OTH,536450.7581,192918.7213,POINT (536450.7581000002 192918.72130000032)
ZSEWRD,None,None,None,600,22201156,1796140,12HWS,5E4232A7-9351-11D6-9595-0002A54212B3,LIVE,ZSEWRD,ZWKREGEN,UNK,535300.0781,203550.2342,POINT (535300.0780999996 203550.23420000076)
ZWINWD,None,ZWINWD08,None,254,25843171,1789111,12CHJ,12BE9166-934B-11D6-9595-0002A54212B3,LIVE,ZWINWD08,ZWINWD,VENT,484600.7,213234.80000000002,POINT (484600.7000000002 213234.80000000075)
ZBRASN,None,ZBRASN01,None,150,null,10059652,60M3S,None,LIVE,ZBRASN,ZBRASN01,None,453698.1748,203078.9717,POINT (453698.17480000015 203078.97169999965)
ZFRITH,None,None,ZFRITH01,400,25027991,1796143,12HWV,461B4384-BA35-4E29-B3E7-7CEC0C4EC6D8,LIVE,TF000074                      ,ZFRITH01,UNK,496932,145007,POINT (496932 145007)
ZSTKWD,None,ZSTKWD04,None,152.4,21892758,1789776,12D00,E893A8D8-9350-11D6-9595-0002A54212B3,LIVE,ZSTKWD04,ZSTKWD,VENT,493806.5,175540.7,POINT (493806.5 175540.69999999925)
ZEALNG,None,ZEALNG20,ZEALNG19,127,21831396,1789845,12D1X,B590099A-9352-11D6-9595-0002A54212B3,LIVE,ZEALNG20,ZEALNG19,VENT,516921.3,178311.5,POINT (516921.2999999998 178311.5)
ZNEWXP,None,ZNEWXP08,ZNEWXP02,152.4,25002645,1790426,12DI2,04138F37-05E6-4DC5-8C14-A05DD258F585,LIVE,ZNEWXP08,ZNEWXP02,VENT,534816,177547.30000000002,POINT (534816 177547.30000000075)
ZBARHT,None,ZBARHT13,ZWKREGCN,250,null,7279112,4C1MK,None,LIVE,ZBARHT13,ZWKREGCN,None,524701.60178076,180491.45044759,POINT (524701.6018000003 180491.45040000044)
ZOVPRV,None,ZOVPRV02,ZWKREGCS,152.4,22105336,1790713,12DQ1,2B065C54-9355-11D6-9595-0002A54212B3,DCOM,ZOVPRV16,ZWKREGCS,VENT,531920.5,179064.7,POINT (531920.5 179064.69999999925)
ZARDLY,None,ZARDLY09,None,null,null,10853952,6HNZO,None,PROP,ZARDLY09,None,None,459106.0992,220957,POINT (459106.09920000006 220957)
None,None,None,None,null,null,9219725,6IMZH,None,LIVE,ZWKREGEN,None,OTH,537291.39256077,197865.15252568,POINT (537291.3925999999 197865.15249999985)
ZOVPRV,None,ZOVPRV12,ZOVPRV14,null,null,8232233,5WG15,None,LIVE,ZOVPRV14,ZOVPRV12,FBM,533018.83602164,178929.07854443,POINT (533018.8360000001 178929.07850000076)
ZBARHT,None,ZBARHT58,None,203.20000000000002,22056889,1789532,12CT8,604FB17B-9353-11D6-9595-0002A54212B3,LIVE,ZBARHT58,ZWKREGCN,VENT,523886.29232029,179988.19207191,POINT (523886.29229999986 179988.19209999964)
ZDANCE,None,None,None,304.8,25883591,1795501,12HF1,7EA175A5-9123-499D-9588-81D385B50DC9,LIVE,ZDANCE,ZWKREGWE,None,490599.5,209011.30000000002,POINT (490599.5 209011.30000000075)
ZCRCHH,None,ZCRCHH64,None,250,25633117,10218807,631WR,E06FF98B-9355-11D6-9595-0002A54212B3,LIVE,ZCRCHH,ZCRCHH64,VENT,531594.7351,183047.2048,POINT (531594.7351000002 183047.2048000004)
ZBEDWN,None,ZBEDWN01,None,80,14090852,1796486,12I6E,54DC6544-934C-11D6-9595-0002A54212B3,LIVE,ZBEDWN01,TF000187,UNK,428250.10000000003,165252,POINT (428250.0999999996 165252)
ZOXLWD,None,ZOXLWD43,ZOXLWD41,254,16320578,1790900,12DV8,ABFE9CE0-9355-11D6-9595-0002A54212B3,LIVE,ZOXLWD43,ZOXLWD41,VENT,539731.5,176816.4,POINT (539731.5 176816.40000000037)
ZWOODF,None,ZWOODF117,ZWOODF45,101.60000000000001,21876917,1791697,12EHD,19DDD55E-9358-11D6-9595-0002A54212B3,LIVE,ZWOODF117,ZWOODF45,VENT,543312.6,184800,POINT (543312.5999999996 184800)
ZHAM30,None,ZHAM3008,None,200,null,10181807,628CZ,None,LIVE,ZHAM3008,None,None,522418.0566,177841.5459,POINT (522418.0565999998 177841.54590000026)
ZWOODF,None,ZWOODF140,ZWOODF139,101.60000000000001,22055037,1791234,12E4I,20131C53-9356-11D6-9595-0002A54212B3,LIVE,ZWOODF140,ZWOODF139,VENT,533833.2,188976.2,POINT (533833.2000000002 188976.19999999925)
ZEPSOM,None,ZEPSOM04,ZEPSOM06,228.6,14691138,1789710,12CY6,F832E230-9352-11D6-9595-0002A54212B3,LIVE,ZEPSOM04,ZEPSOM06,VENT,520897.9,160832.7,POINT (520897.9000000004 160832.69999999925)
ZSUHIL,None,ZSUHIL22,None,null,null,10694315,6D8SB,None,LIVE,ZSUHIL22,None,None,524222.3052,183040.9857,POINT (524222.3052000003 183040.98570000008)
None,None,None,None,450,22201383,1796451,12I5F,44D4738B-9354-11D6-9595-0002A54212B3,LIVE,ZWKREGCN,None,UNK,527629.7,183638,POINT (527629.7000000002 183638)
ZELTHM,None,ZELTHM03,ZELTHM04,203.20000000000002,16347300,1791252,12E50,C543DFD4-9357-11D6-9595-0002A54212B3,LIVE,ZELTHM03,ZELTHM04,VENT,546040.1,173713.4,POINT (546040.0999999996 173713.40000000037)
ZDARNH,None,ZDARNH04,None,381,21894515,1796137,12HWP,5E423286-9351-11D6-9595-0002A54212B3,LIVE,ZWKREGEN,ZDARNH04,UNK,535291.0811,203538.8423,POINT (535291.0811000001 203538.84229999967)
ZHAM30,None,None,None,762,22171345,1796504,12I6W,CBC92520-9353-11D6-9595-0002A54212B3,LIVE,ZHAM30,ZWKREGCS,UNK,529208.9,175218.30000000002,POINT (529208.9000000004 175218.30000000075)
ZHAM36,None,ZHAM3621,None,null,null,10504786,696KM,None,LIVE,ZHAM3621,None,None,529766.4179,177526.2235,POINT (529766.4178999998 177526.2235000003)
ZSEWRD,None,None,None,254,null,10880564,6H8IW,None,LIVE,ZSEWRD,None,None,534182.028,198310.9958,POINT (534182.0279999999 198310.99579999968)
ZPUTNY,None,ZPUTNY13,ZPUTNY25,152.4,25521870,1789233,12CKX,914C8C0C-9353-11D6-9595-0002A54212B3,LIVE,ZPUTNY13,ZPUTNY25,VENT,526586.2,178612.7,POINT (526586.2000000002 178612.69999999925)
ZBARHT,None,ZBARHT14,None,177.8,22047682,1789770,12CZU,750878AE-9353-11D6-9595-0002A54212B3,LIVE,ZWKREGCN,ZBARHT14,UNK,524734.7,179102.30000000002,POINT (524734.7000000002 179102.30000000075)
ZRIVSE,None,ZRIVSE07,None,300,22043887,1791781,12EJP,8ABB43A9-9357-11D6-9595-0002A54212B3,LIVE,ZRIVSE,ZRIVSE07,VENT,541208.02808699,177638.42683934,POINT (541208.0280999998 177638.42679999955)
ZFRNBO,None,ZFRNBO17,ZFRNBO13,100,null,10185355,62B3J,None,LIVE,ZFRNBO17,ZFRNBO13,None,544881.587,166730.3681,POINT (544881.5870000003 166730.36810000055)
ZAMERH,None,ZAMERH01,None,null,null,10895337,6IJW9,None,PROP,ZAMERH01,None,None,486719.082,194446.8691,POINT (486719.0820000004 194446.8691000007)
ZFINSB,None,None,None,null,null,10845460,6GGFS,None,PROP,ZFINSB,None,None,537321.488,183705.382,POINT (537321.4879999999 183705.38199999928)
None,None,None,None,600,22203468,1792429,12F1P,5BD6B691-9352-11D6-9595-0002A54212B3,LIVE,ZWKREGCS,None,OTH,517208.4802,167233.8551,POINT (517208.4802000001 167233.85510000028)
ZSTKWD,None,ZSTKWD45,None,200,21891310,1789597,12CV1,0C998C5F-9351-11D6-9595-0002A54212B3,LIVE,ZSTKWD45,ZSTKWD,VENT,496416.60000000003,179428.9,POINT (496416.5999999996 179428.90000000037)
None,None,None,None,300,null,10766651,6FSMN,None,LIVE,ZWKREGCS,None,None,529183.7946,177437.2334,POINT (529183.7945999997 177437.23340000026)
ZCOCKF,None,None,None,609.6,null,10404435,67043,None,LIVE,ZCOCKF,ZWKREGCN,None,528222.795,189153.6547,POINT (528222.7949999999 189153.65469999984)
None,None,None,None,101.60000000000001,22196638,1796417,12I4H,3B81DE49-9354-11D6-9595-0002A54212B3,LIVE,ZWKREGCN,None,UNK,526237.74728878,186201.15312833,POINT (526237.7472999999 186201.1531000007)
ZSTHFL,None,None,None,300,null,10574612,6BNF8,None,LIVE,ZSTHFL,None,None,558719.7233,173881.2221,POINT (558719.7232999997 173881.22210000083)
ZPUTNY,None,ZPUTNY36,None,100,null,9085944,5FRRC,None,LIVE,ZPUTNY36,None,None,525132.18472488,177122.77414862,POINT (525132.1847000001 177122.77410000004)
ZSEWRD,None,None,None,200,null,10166449,62WHD,None,LIVE,ZSEWRD,None,None,537361.4885,194890.0346,POINT (537361.4885 194890.03460000083)
ZBARHT,None,ZBARHT16,ZWKREGCN,180,null,7465704,4G1LO,None,LIVE,ZBARHT16,ZWKREGCN,None,523217.45931587,181618.55894744,POINT (523217.4593000002 181618.55890000053)
ZBARHT,None,ZBARHT48,ZBARHT28,304.8,25011119,1790229,12DCL,1F74B9DD-9354-11D6-9595-0002A54212B3,LIVE,ZBARHT48,ZBARHT28,VENT,525060.1,181034.30000000002,POINT (525060.0999999996 181034.30000000075)
ZSUHIL,None,ZSUHIL33,None,152.4,25613016,1790311,12DEV,44D46980-9354-11D6-9595-0002A54212B3,LIVE,ZWKREGCN,ZSUHIL33,VENT,527222,182788.80000000002,POINT (527222 182788.80000000075)
ZWOODF,None,ZWOODF127,None,250,null,7759301,5MB45,None,LIVE,ZWOODF,ZWOODF127,VENT,534500.64698377,193338.37390948,POINT (534500.6469999999 193338.3739)
ZCHIGW,None,ZCHIGW30,None,177.8,25812235,1791461,12EAT,090F3CE9-2C5D-4F9D-B137-43EA85A13E0C,LIVE,ZCHIGW30,ZCHIGW,UNK,543259.5,190092.6,POINT (543259.5 190092.59999999963)
ZELTHM,None,ZELTHM05,None,150,22062837,1791431,12E9Z,D4A4216B-9357-11D6-9595-0002A54212B3,LIVE,ZELTHM05,ZELTHM,VENT,547335.9,174245,POINT (547335.9000000004 174245)
ZBARHT,None,ZBARHT30,None,180,null,7329375,4D3ER,None,LIVE,ZWKREGCN,ZBARHT30,None,527072.18733354,181315.78832642,POINT (527072.1873000003 181315.78830000013)
ZSEWRD,None,None,ZSEWRD59,152.4,16324400,1791391,12E8V,A88A97FA-9356-11D6-9595-0002A54212B3,LIVE,ZSEWRD,ZSEWRD59,VENT,532939.7,196156.4,POINT (532939.7000000002 196156.40000000037)
ZKEMPT,None,None,ZKEMPT17,304.8,null,8278650,5XGUI,None,LIVE,ZKEMPT,ZKEMPT17,None,513359.5154,177280.9208,POINT (513359.5153999999 177280.92080000043)
ZSLPRV,None,ZSLPRV01,ZSLPRV02,304.8,22071687,1790683,12DP7,1001D46B-9355-11D6-9595-0002A54212B3,LIVE,ZSLPRV01,ZSLPRV02,VENT,530079.7,177372,POINT (530079.7000000002 177372)
ZEXGGT,None,ZEXGGT02,None,200,22196900,1796148,12HX0,72C8E60E-9351-11D6-9595-0002A54212B3,LIVE,ZEXGGT02,ZEXGGT,UNK,536602.5,209656.1,POINT (536602.5 209656.09999999963)
None,None,None,None,450,null,10575855,6BOER,None,LIVE,ZWKREGWE,None,None,537676.4657000001,176537.3479,POINT (537676.4656999996 176537.34789999947)
None,None,None,None,762,null,8223674,5W9FE,None,LIVE,ZWKREGCS,ZWKREGCS,None,523587.01491556,173886.72681277,POINT (523587.01489999983 173886.7268000003)
ZALDBR,None,ZALDBR02,None,180,null,10799225,6FHQH,None,LIVE,ZALDBR02,None,None,504630.3686,138912.0309,POINT (504630.3685999997 138912.03089999966)
ZDARNH,None,ZDARNH04,ZDARNH02,177.8,21894518,1789547,12CTN,5E42228D-9351-11D6-9595-0002A54212B3,LIVE,ZDARNH02,ZDARNH04,VENT,534330.3,203639.5,POINT (534330.2999999998 203639.5)
ZFARNH,None,ZFARNH08,None,100,22036431,1791246,12E4U,B548A239-9357-11D6-9595-0002A54212B3,LIVE,ZFARNH08,ZFARNH,VENT,545373.8,172452.4,POINT (545373.7999999998 172452.40000000037)
ZMUNSD,None,ZMUNSD05,None,150,null,10812565,6GR11,None,LIVE,ZMUNSD05,None,None,496679.3874,143024.6711,POINT (496679.38740000036 143024.67109999992)
ZWIMBC,None,ZWIMBC14,None,304.8,null,10264878,640GI,None,LIVE,ZWIMBC,ZWIMBC14,None,523891.813,173880.6467,POINT (523891.8130000001 173880.6467000004)
ZDARNB,None,ZDARNB01,None,125,null,10757568,6FLLC,None,PROP,ZDARNB01,None,None,532637.0556,202918.9131,POINT (532637.0555999996 202918.91310000047)
ZOVPRV,None,ZOVPRV12,ZOVPRV10,203.20000000000002,25822943,1790770,12DRM,746CA9B2-7FC2-47AC-8EA0-E80BE9060FD2,LIVE,ZOVPRV12,ZOVPRV10,UNK,532202.7,179037,POINT (532202.7000000002 179037)
ZELTHM,None,ZELTHM33,None,300,null,10652394,6CBGU,None,LIVE,ZELTHM33,None,None,554539.1757,174446.0511,POINT (554539.1756999996 174446.05110000074)
ZCSTWD,None,<Null>,ZCSTWD03,101.60000000000001,null,10233470,63C72,None,LIVE,ZCSTWD,ZCSTWD03,None,543976.6195,177577.9816,POINT (543976.6195 177577.9815999996)
ZSEWRD,None,None,None,150,null,10200449,63NQT,None,LIVE,ZSEWRD,None,OTH,535349.7565,203051.3376,POINT (535349.7565000001 203051.3376000002)
ZSLPRV,None,ZSLPRV01,ZSLPRV02,177.8,22071690,1790753,12DR5,1001D547-9355-11D6-9595-0002A54212B3,LIVE,ZSLPRV01,ZSLPRV02,VENT,530364.4,177311.4,POINT (530364.4000000004 177311.40000000037)
ZFINSB,None,ZFINSB64,None,150,null,10594379,6B3OB,None,PROP,ZFINSB64,None,None,537461.3432,181492.0222,POINT (537461.3432 181492.02219999954)
ZEARLY,None,None,None,450,25983885,1795969,12HS1,6CD9E546-ECD1-4EA4-A684-104A7F918141,LIVE,ZEARLY,ZWKREGWE,UNK,470983.44270954,171174.48121063,POINT (470983.44269999955 171174.48120000027)
ZBRETH,None,ZBRETH03,None,254,22029222,1789141,12CID,4CC7CC5A-9349-11D6-9595-0002A54212B3,LIVE,ZBRETH,ZBRETH03,VENT,445738.0996,239222.6914,POINT (445738.0996000003 239222.69140000083)
ZCSTWD,None,None,None,600,null,10000184,6YC7W,None,LIVE,ZCSTWD,None,None,543028.3785,176288.0733,POINT (543028.3784999996 176288.07330000028)
ZWOODF,None,ZWOODF45,None,304.8,22039939,1791776,12EJK,19DDBB65-9358-11D6-9595-0002A54212B3,LIVE,ZWOODF,ZWOODF45,UNK,542339.9537,185947.4353,POINT (542339.9537000004 185947.4353)
None,None,None,None,150,null,10153267,62MB7,None,LIVE,ZWKREGCN,None,None,526858.2917,181890.7085,POINT (526858.2917 181890.70849999972)
ZPUTNY,None,ZPUTNY10,None,100,null,10337731,66LN7,None,LIVE,ZPUTNY10,ZPUTNY,None,526664.0684,177386.1216,POINT (526664.0684000002 177386.1216000002)
ZWOODF,ZWOODF,None,None,600,null,7899944,5PCNW,None,LIVE,ZWOODF,ZWOODF,None,543331.64426437,184787.11031677,POINT (543331.6442999998 184787.11030000076)
ZSEWRD,None,None,None,150,null,10200438,63NQI,None,LIVE,ZSEWRD,None,OTH,537331.5972,195085.1483,POINT (537331.5971999997 195085.14829999954)
ZSEWRD,None,ZSEWRD10,None,203.20000000000002,22056663,1791141,12E1X,E0D484E3-9356-11D6-9595-0002A54212B3,LIVE,ZSEWRD10,ZSEWRD,VENT,536301.1,196049.2,POINT (536301.0999999996 196049.19999999925)
ZRIVSE,None,None,None,762,22203532,1795762,12HMA,6AFCFC2D-9355-11D6-9595-0002A54212B3,LIVE,ZRIVSE,ZWKREGES,UNK,535396.8,174875.5,POINT (535396.7999999998 174875.5)
None,None,ZBARHT25,None,177.8,25608378,1790471,12DJB,1F74BD7E-9354-11D6-9595-0002A54212B3,LIVE,ZBARHT25,ZWKREGCN,VENT,525897.49171202,182807.36114617,POINT (525897.4917000001 182807.3610999994)
ZKEMPT,None,ZKEMPT01,None,300,22226798,1789893,12D39,9851A392-9352-11D6-9595-0002A54212B3,LIVE,ZKEMPT,ZKEMPT01,VENT,513154.4,178032,POINT (513154.4000000004 178032)
ZCSTWD,None,ZCSTWD04,None,203.20000000000002,21830906,1791618,12EF6,997708A7-9357-11D6-9595-0002A54212B3,LIVE,ZCSTWD04,ZCSTWD,VENT,542671.5,176232.2,POINT (542671.5 176232.19999999925)
ZHAGBH,None,ZHAGBH16,None,304.8,25053598,1795832,12HO8,63539CFD-934D-11D6-9595-0002A54212B3,LIVE,ZHAGBH16,ZHAGBH,UNK,447364.3,190961.80000000002,POINT (447364.2999999998 190961.80000000075)
ZRUSSH,None,ZRUSSH14,None,152.4,16338366,1789627,12CVV,29EE7018-9353-11D6-9595-0002A54212B3,LIVE,ZRUSSH14,ZRUSSH,VENT,529749.5,168790.9,POINT (529749.5 168790.90000000037)
ZBLUNS,None,ZBLUNS12,ZBLUNS23,450,22031153,1789342,12CNY,DDADEEDB-934B-11D6-9595-0002A54212B3,LIVE,ZBLUNS12,ZBLUNS23,VENT,411908.10000000003,185970.80000000002,POINT (411908.0999999996 185970.80000000075)
ZEMMGN,None,ZEMMGN01,ZEMMGN02,101.60000000000001,22045911,1789876,12D2S,8DE6AD9C-934F-11D6-9595-0002A54212B3,LIVE,ZEMMGN01,ZEMMGN02,VENT,472763.10000000003,175143.1,POINT (472763.0999999996 175143.09999999963)
None,None,None,None,300,22070343,1795538,12HG2,EB1C885F-934C-11D6-9595-0002A54212B3,LIVE,ZWKREGWE,None,VENT,444997.8,164155.7,POINT (444997.7999999998 164155.69999999925)
ZFRNBO,None,ZFRNBO28,ZFRNBO23,200,22054549,1791594,12EEI,8ABB4F7E-9357-11D6-9595-0002A54212B3,LIVE,ZFRNBO28,ZFRNBO23,VENT,542549.9,170187.30000000002,POINT (542549.9000000004 170187.30000000075)
ZCHIGW,None,ZCHIGW10,ZCHIGW62,125,21870988,1791565,12EDP,E0D4955A-9356-11D6-9595-0002A54212B3,LIVE,ZCHIGW10,ZCHIGW62,VENT,537807,193895.30000000002,POINT (537807 193895.30000000075)
ZFRNBO,None,ZFRNBO28,ZFRNBO23,200,22054547,1791807,12EKF,8ABB5098-9357-11D6-9595-0002A54212B3,LIVE,ZFRNBO28,ZFRNBO23,VENT,542374.2,170412.80000000002,POINT (542374.2000000002 170412.80000000075)
ZHAM36,None,ZHAM3608,None,304.8,22075083,1790716,12DQ4,2B065C6E-9355-11D6-9595-0002A54212B3,LIVE,ZHAM3608,ZHAM36,VENT,531936.8397,179086.4574,POINT (531936.8397000004 179086.45739999972)
ZRIVSE,None,ZRIVSE18,None,152.4,22074466,1791423,12E9R,C543EC41-9357-11D6-9595-0002A54212B3,LIVE,ZRIVSE18,ZRIVSE,VENT,546832.8,178629.80000000002,POINT (546832.7999999998 178629.80000000075)
ZHORNS,None,ZHORNS14,None,315,26744887,1790029,12D71,C57C7393-2148-43EB-8917-484B6ADB05BC,LIVE,ZHORNS14,ZHORNS,UNK,529384.1,186799.2,POINT (529384.0999999996 186799.19999999925)
ZPUTNY,None,ZPUTNY33,None,100,null,7354956,4EN4C,None,LIVE,ZPUTNY33,ZPUTNY,None,524754.45508307,177166.53974543,POINT (524754.4550999999 177166.53969999962)
ZSTRMR,None,ZSTRMR06,None,254,25439972,1795804,12HNG,FD98B759-5024-46D6-A834-A3F8D8A3B1D1,LIVE,ZSTRMR06,ZSTRMR,UNK,530561.4,173294.9,POINT (530561.4000000004 173294.90000000037)
